Mon, 07 Sep 2020 11:10:40 INFO     Testcase selected: /timeseries/EVDay01_mix17.xlsx
Mon, 07 Sep 2020 11:10:40 Mon, 07 Sep 2020 11:10:40 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:40 ERROR    Constructing component 'PD' from data={('D1', 0): 0.0, ('D1', 1): 0.0, ('D1', 2): 0.0, ('D1', 3): 0.0Mon, 07 Sep 2020 11:10:41 ERROR    Constructing component 'PVUB' from data={2012006493: 7.4, 2015000721: 7.4, 2012005272: 7.4, 2015008008: 7.4, 2016005706: 7.4, 2016002250: 7.4, 2014000020: 7.4, 2014008560: 7.4, 2012009373: 7.4, 2015007355: 7.4, 2012001221: 7.4, 2016001458: 7.4, 2014008228: 7.4, 2012005158: 7.4, 2012003207: 7.4, 2014000373: 7.4, 2015000255: 7.4, 2012002466: 7.4, 2015006865: 7.4} failed:
    RuntimeError: Failed to set value for param=PVUB, index=2012006493, value=7.4.
	source error message="Index '2012006493' is not valid for indexed component 'PVUB'"
Mon, 07 Sep 2020 11:10:41 INFO     Program started
Mon, 07 Sep 2020 11:10:41 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:41 INFO     Testcase selected: /timeseries/EVDay01_mix17.xlsx
Mon, 07 Sep 2020 11:10:41 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:41 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:41 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:46 INFO     Done!
Mon, 07 Sep 2020 11:10:46 INFO     Program started
Mon, 07 Sep 2020 11:10:46 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:46 INFO     Testcase selected: /timeseries/EVDay01_mix17.xlsx
Mon, 07 Sep 2020 11:10:46 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:46 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:46 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:50 INFO     Done!
Mon, 07 Sep 2020 11:10:51 INFO     Program started
Mon, 07 Sep 2020 11:10:51 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:51 INFO     Testcase selected: /timeseries/EVDay01_mix17.xlsx
Mon, 07 Sep 2020 11:10:51 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:51 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:51 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:55 INFO     Done!
Mon, 07 Sep 2020 11:10:56 INFO     Program started
Mon, 07 Sep 2020 11:10:56 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:56 INFO     Testcase selected: /timeseries/EVDay01_mix17.xlsx
Mon, 07 Sep 2020 11:10:56 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:56 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:56 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:11:00 INFO     Done!
